point_id,old_value,new_value,basis
work-gdpval-d025a41c-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-d025a41c-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7151c60a-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7151c60a-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a73fbc98-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a73fbc98-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-d3d255b2-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-d3d255b2-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7ed932dd-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7ed932dd-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-76418a2c-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-76418a2c-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-ff85ee58-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-ff85ee58-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
perc-imagenet-parity-effnet,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-imagenet-parity-mnv3,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
lang-bbq-sonnet35,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-gpt4o,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-gpt4omini,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-o1,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-o1mini,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-o3mini,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-r1,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-llama33-70b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-llama31-405b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-bbq-llama31-8b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-gsm8k-cop-sonnet35,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-gpt4o,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-gpt4omini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-o1,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-o1mini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-o3mini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-r1,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-llama33-70b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-llama31-405b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-cop-llama31-8b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-sonnet35,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-gpt4o,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-gpt4omini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-o1,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-o1mini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-o3mini,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-r1,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-llama33-70b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-llama31-405b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
extr-2digitadd-llama31-8b,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-epoch-swebench-dsv4promax,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gemini31pro-ct,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gemini35flash,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gemini3flash,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-glm52max,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gpt5mini,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-kimik26,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-opus47max,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-qwen36plus,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-qwen37max,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
lang-epoch-simpleqa-gemini31pro,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
lang-epoch-simpleqa-gpt54xhigh,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
reas-epoch-otis-gemini31pro,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-otis-gpt54xhigh,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
work-gdpval-7b08cd4d-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7b08cd4d-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-ee09d943-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-ee09d943-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-f84ea6ac-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-f84ea6ac-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-dfb4e0cd-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-dfb4e0cd-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-c2e8f271-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-c2e8f271-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b7a5912e-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b7a5912e-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-afe56d05-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-afe56d05-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8c8fc328-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8c8fc328-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b39a5aa7-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b39a5aa7-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-fd6129bd-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-fd6129bd-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b3573f20-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-b3573f20-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a4a9195c-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a4a9195c-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
reas-epoch-mathl5-gemini15flash1,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini15flash1,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemini15flash2,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini15flash2,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemini15pro1,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini15pro1,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemini15pro2,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini15pro2,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemini20flash,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini20flash,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
lang-rc-squad-bert-base,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
lang-rc-squad-bert-large-single,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
lang-rc-squad-bert,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-faceverif-arcface,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-skin-inceptionv3,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-retina-dr-inceptionv3,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-mammo-deepmind,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-gdpval-6074bba3-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-6074bba3-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-74d6e8b0-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-74d6e8b0-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-74ed1dc7-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-74ed1dc7-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-75401f7c-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-75401f7c-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-76d10872-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-76d10872-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-772e7524-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-772e7524-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-788d2bc6-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-788d2bc6-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7bbfcfe9-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-7bbfcfe9-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8077e700-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8077e700-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8079e27d-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8079e27d-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-81db15ff-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-81db15ff-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8314d1b1-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8314d1b1-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
reas-epoch-mathl5-gpt45,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gpt45,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-grok2,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-grok2,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-grok3,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-grok3,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-grok3mini,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-grok3mini,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
perc-coco-yolov8n,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-coco-yolov8s,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-coco-yolov8m,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-coco-yolov8l,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-coco-yolov8x,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-gdpval-8384083a-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8384083a-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-84322284-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-84322284-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8a7b6fca-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8a7b6fca-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8c823e32-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8c823e32-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8f9e8bcd-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-8f9e8bcd-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-90edba97-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-90edba97-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-90f37ff3-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-90f37ff3-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-91060ff0-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-91060ff0-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-93b336f3-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-93b336f3-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-94925f49-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-94925f49-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
