point_id,task,human_time,human_time_low,human_time_high,note,scenario_source,note_sentence
reas-epoch-mathl5-mistrallarge2407,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-mistrallarge2411,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-mistralsmall2501,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-mistralsmall2503,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o1high,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o1mini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o1prev,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o3high,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o3mini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-o4mini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-phi4,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-qwen25-32b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-qwen25-72b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-qwenmax25,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-qwenplus25,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-qwenturbo24,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-r1,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-r1distill70b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-sonnet35-0620,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-sonnet35-1022,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-sonnet37,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-sonnet37-64k,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-tulu3-70b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-v3,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-v3-0324,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-erdos1-astra,Disprove Erdos problem 1 on sum-distinct sets,860400,669600,2498400,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the calibration's own dispersion: the short class's 4.1 and 42.0 hours per page on the 5.8-page solve term, and the 15.0 and 5.4 formal lines per active hour on the 2,427-line formalization term."
reas-erdos126-astra,Prove Erdos problem 126 on prime factors of pairwise sums,1083600,842400,3146400,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the calibration's own dispersion: the short class's 4.1 and 42.0 hours per page on the 7.3-page solve term, and the 15.0 and 5.4 formal lines per active hour on the 3,058-line formalization term."
reas-erdos548-astra,Prove the Erdos-Sos conjecture,576000,518400,1047600,research/math-human-time/math-human-time.md,note_scenario,"The solve term is a direct record and carries no class dispersion, so the band is the formalization rate's alone: 15.0 and 5.4 formal lines per active hour on the 1,243-line artifact."
reas-erdos571-astra,Prove the Erdos-Simonovits rational exponents conjecture,3711600,2592000,8719200,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the calibration's own dispersion: the medium class's 1.1 and 20.0 hours per page on the 24.9-page solve term, and the 15.0 and 5.4 formal lines per active hour on the 10,390-line formalization term."
reas-erdos74-astra,Disprove Erdos problem 74 on almost bipartite graphs,892800,691200,2588400,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the calibration's own dispersion: the short class's 4.1 and 42.0 hours per page on the 6.0-page solve term, and the 15.0 and 5.4 formal lines per active hour on the 2,516-line formalization term."
reas-flt-lean-anthropic-internal,Formalize Fermat's Last Theorem end to end in Lean 4,99928800,39970800,333097200,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the author-day estimator's own band on the Imperial record, 2 hours per author-day times 1.2 to 8 hours times 2.5, carried through the same 0.55 fraction delivered and 2.5 remainder multiplier."
reas-gsm8k-cop-gpt4o,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-gpt4omini,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-llama31-405b,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-llama31-8b,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-llama33-70b,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-o1,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-o1mini,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-o3mini,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-r1,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-cop-sonnet35,Solve a grade-school arithmetic word problem,60,60,185.8,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"Zhang's 4.07 correct in 900 s at GSM-Identity's measured 84.0% accuracy is 900/4.845 = 185.8 s an attempt; both published anchors sit at or above the 60-second batch pace, which is therefore the floor."
reas-gsm8k-qwen25math15b-batched,Solve a GSM8K question: Qwen2.5-Math 1.5B batched,60,30,90,research/qwen-gsm8k/qwen-gsm8k.md,note_scenario,A 30-90-second range is a transfer scenario.
reas-implicit-cot-mult11,Multiply two 11-digit integers,500,234,1286,research/implicit-cot/implicit-cot.md,reargued_2026-09-16,"The measurement pins n=2, so the bounds are on the growth exponent of 18.12*(n/2)^b: b=1.5 for a rhythmic pace and b=2.5 for a growing recheck burden against the operation count's b=2."
reas-implicit-cot-mult4,Multiply two 4-digit integers,70,51,103,research/implicit-cot/implicit-cot.md,reargued_2026-09-16,"The measurement pins n=2, so the bounds are on the growth exponent of 18.12*(n/2)^b: b=1.5 for a rhythmic pace and b=2.5 for a growing recheck burden against the operation count's b=2."
reas-implicit-cot-mult5,Multiply two 5-digit integers,110,72,179,research/implicit-cot/implicit-cot.md,reargued_2026-09-16,"The measurement pins n=2, so the bounds are on the growth exponent of 18.12*(n/2)^b: b=1.5 for a rhythmic pace and b=2.5 for a growing recheck burden against the operation count's b=2."
reas-implicit-cot-mult7,Multiply two 7-digit integers,200,119,415,research/implicit-cot/implicit-cot.md,reargued_2026-09-16,"The measurement pins n=2, so the bounds are on the growth exponent of 18.12*(n/2)^b: b=1.5 for a rhythmic pace and b=2.5 for a growing recheck burden against the operation count's b=2."
reas-implicit-cot-mult9,Multiply two 9-digit integers,330,173,778,research/implicit-cot/implicit-cot.md,reargued_2026-09-16,"The measurement pins n=2, so the bounds are on the growth exponent of 18.12*(n/2)^b: b=1.5 for a rhythmic pace and b=2.5 for a growing recheck burden against the operation count's b=2."
reas-lean-minif2f-deepseekprov2-cot32,Construct a Lean proof: DeepSeek-Prover-V2 CoT32,3600,2160,5280,research/deepseek-prover-v2/deepseek-prover-v2.md,reargued_2026-09-16,"The weighted mean re-run at each task group's ends: 36 minutes at the low ends and 88 at the high, with the IMO tail and the 130 MATH items moving it most."
reas-lean-textbook-algcomb-opus45,Formalize and prove a graduate algebraic combinatorics textbook in Lean 4,33526800,28162800,78231600,research/math-human-time/math-human-time.md,note_scenario,"The deliverable is formalization only, so the band is the formalization rate's dispersion alone: 15.0 and 5.4 formal lines per active hour on the 117,350 human-idiom lines."
reas-math-minerva62b-greedy,Solve a MATH problem: Minerva 62B greedy,180,90,180,research/minerva/minerva.md,hand_written,"180 seconds per question estimates active use of that one-hour, twenty-question session; a 90-second scenario allows only half the budget to have been active."
reas-math-minerva62b-majority256,Solve a MATH problem: Minerva 62B majority of 256,180,90,180,research/minerva/minerva.md,hand_written,"180 seconds per question estimates active use of that one-hour, twenty-question session; a 90-second scenario allows only half the budget to have been active."
reas-navier-stokes-openai,Resolve the Navier-Stokes Millennium Prize problem,53611200,27856800,163598400,research/math-human-time/math-human-time.md,note_scenario,"Low and high are the calibration's own dispersion: the large class's 18.8 and 196.5 hours per page on 166 pages, and the 15.0 and 5.4 formal lines per active hour on the 69,255 human-idiom lines."
reas-strawberry-gemini25-flash,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gemini25-pro,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gpt-oss120b,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gpt-oss20b,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gpt5-chat,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gpt5-mini,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-gpt5-nano,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-kimi-k2,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-opus41,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-strawberry-sonnet4,Count r in strawberry,4,3,8,research/strawberry/strawberry.md,reargued_2026-09-16,"At Brysbaert's 238-260 words a minute the question's own words take about two seconds, so three is the floor; the ceiling allows a 300-ms-per-letter scan of the ten letters and one re-count."
reas-work-calendar-naturalplan-gemini15pro-5shot,Natural Plan calendar slot selection,110,66.494,175.4,research/naturalplan/naturalplan.md,note_scenario,Faster and slower rates give 66.494 and 175.4 seconds.
reas-zeta-zeros-anthropic-internal,Improve the unconditional lower bound on the proportion of zeta zeros on the critical line,627480.0,83160,1512000,research/zeta-zeros-anthropic.md,note_scenario,"Low and high are the calibration's own dispersion: the medium class's 1.1 and 20.0 hours per page on the 21-page solve term. No formalization term, because the Lean artifact is outside the work unit."
research-ai-scientist-v2-compositional,Investigate compositional regularization and write a workshop paper,144000,57600,288000,research/ai-scientist-v2.md,note_scenario,"40 active hours, with a 16-80-hour judgment scenario, for an ML researcher familiar with PyTorch and recurrent models."
research-coscientist-buchwald-hartwig-gpt4,Buchwald-Hartwig reaction optimisation,2700,1200,5400,research/coscientist.md,note_scenario,Sensitivity of roughly 20-90 active minutes per dialogue is reasonable.
research-coscientist-suzuki-no-prior-gpt4,Suzuki reaction optimisation without prior yields,2400,1200,5400,research/coscientist.md,note_scenario,Sensitivity of roughly 20-90 active minutes per dialogue is reasonable.
research-coscientist-suzuki-prior-gpt4,Suzuki reaction optimisation with prior yields,2700,1200,5400,research/coscientist.md,note_scenario,Sensitivity of roughly 20-90 active minutes per dialogue is reasonable.
research-sab-burn-scar-o3,Satellite wildfire burn-scar analysis,5400,4200,10800,research/scienceagentbench.md,reargued_2026-09-16,"The budget with no band-selection or output-path trouble gives 70 minutes; the paper's own 2.5-3 hour per-task average, taken at 3 hours, bounds it above."
research-sab-heart-cell-umap-o3,Heart cell expression analysis,3600,3000,10800,research/scienceagentbench.md,reargued_2026-09-16,"The budget without a debugging round gives 50 minutes; the paper's own 2.5-3 hour per-task average, taken at 3 hours, bounds it above."
research-sab-urban-heat-o3,Urban heat and elderly population mapping,7200,5700,10800,research/scienceagentbench.md,reargued_2026-09-16,"The budget with the spatial join going cleanly gives 95 minutes; the paper's own 2.5-3 hour per-task average, taken at 3 hours, bounds it above."
research-vesper-openevolve-gpt52,Develop a circle-packing program,3600,2400,6600,research/vesper.md,reargued_2026-09-16,An immediate grid construction gives 40 minutes; one rework cycle on the array interface and scoring check gives 110.
resnet152_imagenet_10crop,Classify an ImageNet image,26,26,64.8,research/imagenet-cnn/imagenet-cnn.md,argued_2026-09-17,"Shankar et al. publish a 26-second per-image median and a 36-hour median total for the 2,000-image task, 64.8 seconds an image; the distribution is right-skewed, so the median is the floor of the two published readings."
resnet50_imagenet_10crop,Classify an ImageNet image,26,26,64.8,research/imagenet-cnn/imagenet-cnn.md,argued_2026-09-17,"Shankar et al. publish a 26-second per-image median and a 36-hour median total for the 2,000-image task, 64.8 seconds an image; the distribution is right-skewed, so the median is the floor of the two published readings."
robo-binpick,Transfer one warehouse item,5,3.5,8,research/robotics-science/sparrow.md,argued_2026-09-17,"Choose and reach 1-2.5 s, secure and move 1.5-3 s, release and check 1-2.5 s."
robo-box-assembly-pistar06,Assemble and label a packaging box,18,12,29,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Fold and tuck the flaps 7-16 s, peel and apply the label 3-8 s, place in the crate 2-5 s."
robo-box-build-pi07,Assemble and label a packaging box,18,12,29,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Fold and tuck the flaps 7-16 s, peel and apply the label 3-8 s, place in the crate 2-5 s."
robo-cholecystectomy-srth,Clip and cut the cystic duct and artery,222.5636070853462,211.92,247.07,research/srt-h.md,argued_2026-09-17,"The lowest of the three donors' own surgeon-to-robot ratios, 12.10/18.10 = 0.66851, over the 317 s phase is 211.92 s; the per-task-rate transfer the note names is 247.07 s."
robo-espresso-pi07,Make a double espresso,55,30,55,research/physical-intelligence/physical-intelligence.md,hand_written,"The espresso figure is wall-clock for one serially executed drink; about 27 s of it is extraction, during which a barista would normally start the next drink, so the strictly active-time reading is closer to 30 s."
robo-espresso-pistar06,Make a double espresso,55,30,55,research/physical-intelligence/physical-intelligence.md,hand_written,"The espresso figure is wall-clock for one serially executed drink; about 27 s of it is extraction, during which a barista would normally start the next drink, so the strictly active-time reading is closer to 30 s."
robo-grasp-dexnet,"Grasp, lift, move and shake one novel object",5,3,8,research/robotics-science/dexnet.md,note_scenario,A 3-8 s active range represents placement and caution variability.
robo-laundry-diverse-pi07,Fold a button-up shirt from a basket,30,20,46,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Retrieve and flatten 5-12 s, smooth and fold sleeves, thirds and halve 14-30 s, stack 1-4 s."
robo-laundry-diverse-pistar06,Fold a button-up shirt from a basket,30,20,46,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Retrieve and flatten 5-12 s, smooth and fold sleeves, thirds and halve 14-30 s, stack 1-4 s."
robo-laundry-fold-pi06,Fold one laundry item from a basket,20,13,28,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Retrieve is 3 s and the remaining 17 s is the pi0-shirt task, whose note argues 10 to 25 seconds for it."
robo-laundry-fold-pi07,Fold one laundry item from a basket,20,13,28,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Retrieve is 3 s and the remaining 17 s is the pi0-shirt task, whose note argues 10 to 25 seconds for it."
robo-laundry-fold-pistar06,Fold one laundry item from a basket,20,13,28,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Retrieve is 3 s and the remaining 17 s is the pi0-shirt task, whose note argues 10 to 25 seconds for it."
robo-laundry-pickup-pi06,Pick up clothing and put it in the laundry basket,8,5,14,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Cross the room 2-8 s, stoop and grasp 1.5-3 s, place 1.5-3 s."
robo-make-bed-pi06,Tidy a bed,45,28,70,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,"Straighten the blanket over the sheets 20-50 s, place two pillows 8-20 s."
robo-package-helix,Orient and transfer a conveyor parcel,4,3,6,research/robotics-science/helix.md,note_scenario,A 3-6-second range is reasonable for ordinary small parcels at this station.
robo-pick-rt2,Pick a named tabletop banana,3,2,5,research/robotics-science/rt2.md,note_scenario,A 2-5-second range covers ordinary placement variability.
robo-shirt-flat-pi06,Fold an already-flat shirt,15,10,25,research/robotics-science/pi0-shirt.md,hand_written,A ten-to-twenty-five-second range allows for garment size and care.
robo-shirt-pi0,Fold an already-flat shirt,15,10,25,research/robotics-science/pi0-shirt.md,note_scenario,A ten-to-twenty-five-second range allows for garment size and care.
robo-table-bus-pi06,Bus a table,30,20,45,research/physical-intelligence/physical-intelligence.md,argued_2026-09-17,Four to nine objects at the 5 s per-item transfer the central uses; the count is the one thing the evaluation does not publish.
robo-towel-pr2,Unfold and fold an unfamiliar towel,20,12,35,research/robotics-science/pr2-towel.md,note_scenario,"A 12-35-second range covers towel size, initial crumpling and alignment care."
sci-chip-floorplan-ariane-2022,Optimize the public Ariane macro floorplan,57600,43200,100800,research/robotics-science/ariane.md,reargued_2026-09-16,The central's six revision hours are about four rounds; at two rounds the total is 12 active hours and at eight it is 28.
sci-cryoem-model-build,Build initial partial sialin atomic model from cryo-EM,28800,20700,43200,research/robotics-science/modelangelo.md,reargued_2026-09-16,The work plan with helices placing cleanly and the register unambiguous gives 345 minutes; the Afp 5 builder's 12 hours of screen work bounds it above.
sci-crystal-stability-gnome,Screen one supplied crystal for stability,1200,600,3600,research/robotics-science/gnome.md,note_scenario,"10-60 minutes is a plausible routine-case sensitivity, not a measured interval."
sci-retrosynth-llm,Propose one explained retrosynthetic disconnection,600,360,1200,research/robotics-science/retrodfmr.md,note_scenario,A six-to-twenty-minute range covers familiarity and representation-entry speed.
sci-virology-vct-o3,Answer one text-only VCT question,1080,600,1800,research/robotics-science/vct.md,note_scenario,A ten-to-thirty-minute range is appropriate.
short-bridge-torch-easy-10m-gpt-5,Solve a four-person bridge question: GPT-5 high,25,12,60,research/lrm-token-economy/lrm-token-economy.md,note_scenario,A 12-60 second scenario allows faster reading or an initial distraction by the familiar two-person variant.
short-bridge-torch-easy-10m-o3-mini-high,Solve a four-person bridge question: o3-mini high,25,12,60,research/lrm-token-economy/lrm-token-economy.md,note_scenario,A 12-60 second scenario allows faster reading or an initial distraction by the familiar two-person variant.
short-one-plus-one-gpt-5,Answer 1+1: GPT-5 high,3,2,6,research/lrm-token-economy/lrm-token-economy.md,reargued_2026-09-16,One second to recognize the question and one to type the digit gives two seconds; the full reading and retrieval allowance plus locating the field and submitting gives six.
short-one-plus-one-o3-mini-high,Answer 1+1: o3-mini high,3,2,6,research/lrm-token-economy/lrm-token-economy.md,reargued_2026-09-16,One second to recognize the question and one to type the digit gives two seconds; the full reading and retrieval allowance plus locating the field and submitting gives six.
speech-vits-ljs-five-excerpts,Narrate five short English excerpts,180,120,300,research/speech-synthesis/vits.md,note_scenario,A fluent first take with minimal checking could take about two minutes; awkward takes or additional repairs could take five.
vending-bench-2-gpt56sol,Manage a simulated vending business for one year,108000,52560,207000,research/vending-bench/vending-bench.md,reargued_2026-09-16,The bounds re-run the component table at each line's ends: 14.6 hours at 1.5 minutes a day and 57.5 hours at six.
vending-bench-2-opus46,Manage a simulated vending business for one year,108000,52560,207000,research/vending-bench/vending-bench.md,reargued_2026-09-16,The bounds re-run the component table at each line's ends: 14.6 hours at 1.5 minutes a day and 57.5 hours at six.
vending-bench-2-opus47,Manage a simulated vending business for one year,108000,52560,207000,research/vending-bench/vending-bench.md,reargued_2026-09-16,The bounds re-run the component table at each line's ends: 14.6 hours at 1.5 minutes a day and 57.5 hours at six.
vending-bench-2-opus5,Manage a simulated vending business for one year,108000,52560,207000,research/vending-bench/vending-bench.md,reargued_2026-09-16,The bounds re-run the component table at each line's ends: 14.6 hours at 1.5 minutes a day and 57.5 hours at six.
whisper_large_v2_clean30s,Transcribe 30 seconds of clear English speech,120,90,180,research/whisper-audit/whisper.md,note_scenario,Applying 4:1 to clear read speech is reasonable as a central work-rate assumption; 3:1-6:1 gives 90-180 seconds for these windows.
whisper_tiny_en_clean30s,Transcribe 30 seconds of clear English speech,120,90,180,research/whisper-audit/whisper.md,note_scenario,Applying 4:1 to clear read speech is reasonable as a central work-rate assumption; 3:1-6:1 gives 90-180 seconds for these windows.
work-apex-agents-glm52,APEX-Agents professional services task,5353,4932,5454,research/apex-agents.md,note_scenario,"Every reading that uses the measured time falls between 4,932 and 5,454 s, an 11% spread, and the row takes 5,353 s."
work-apex-agents-gpt54,APEX-Agents professional services task,5353,4932,5454,research/apex-agents.md,note_scenario,"Every reading that uses the measured time falls between 4,932 and 5,454 s, an 11% spread, and the row takes 5,353 s."
work-apex-agents-gpt55,APEX-Agents professional services task,5353,4932,5454,research/apex-agents.md,note_scenario,"Every reading that uses the measured time falls between 4,932 and 5,454 s, an 11% spread, and the row takes 5,353 s."
work-apex-agents-kimik3,APEX-Agents professional services task,5353,4932,5454,research/apex-agents.md,note_scenario,"Every reading that uses the measured time falls between 4,932 and 5,454 s, an 11% spread, and the row takes 5,353 s."
work-apex-agents-opus46,APEX-Agents professional services task,5353,4932,5454,research/apex-agents.md,note_scenario,"Every reading that uses the measured time falls between 4,932 and 5,454 s, an 11% spread, and the row takes 5,353 s."
