point_id,task,task_category,task_description,model_id,compute_scope,compute_flops,compute_flops_low,compute_flops_high,human_skill,human_time_scope,human_time,human_time_low,human_time_high,performance_vs_human,comparison_issues,compute_evidence,human_time_evidence,performance_evidence,human_time_statistic,human_time_subset,human_attempts,human_time_source,compute_method,compute_statistic,compute_subset,ai_attempts,compute_source,tokens,tokens_accounting,source_dataset,source_record,notes,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,attention_context,attention_ratio,task_id,frontier
agen-swemar-ppialign-glm53-max,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,glm-5.3,inference,4.337017530015938e+16,,,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 0.986. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-glm53-max; research/swe-marathon/make_rows.py; research/attention-correction.md,13200353.142857144,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, GLM 5.3 (max) under Claude Code; trials find-network-alignments-glm53-max-01;find-network-alignments-glm53-max-02;find-network-alignments-glm53-max-03;find-network-alignments-glm53-max-04;find-network-alignments-glm53-max-05;find-network-alignments-glm53-max-06;find-network-alignments-glm53-max-07; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 126 turns on these trials, giving 205k positions against 13.2M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 210k exceeds the 203k context window, so the run compacted and the processed-position count is a lower bound by roughly the number of compactions. Output tokens measured off the published trajectories are 0.26% of the counted total, against the paper's 0.53% for the whole corpus, and 17% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",14.67,reported,2026-08-13,,not_available,106194.44586862862,1.644,align-two-protein-interaction-networks,no
agen-swemar-ppialign-glm53flash-max,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,glm-5.3-flash,inference,2.0535482866598324e+16,1.488430093391203e+16,2.670141400753521e+16,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 5 of 8 completed trials resolved the task, pass@1 62%; mean partial score 0.968. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,5,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-glm53flash-max; research/swe-marathon/make_rows.py; research/attention-correction.md,24746178.4,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, GLM 5.3 Flash (max) under Claude Code; trials find-network-alignments-glm53-flash-max-01;find-network-alignments-glm53-flash-max-02;find-network-alignments-glm53-flash-max-03;find-network-alignments-glm53-flash-max-05;find-network-alignments-glm53-flash-max-08; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 251 turns on these trials, giving 194k positions against 24.7M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 197k fits inside the 203k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.21% of the counted total, against the paper's 0.53% for the whole corpus, and 27% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",1.00,reported,2026-08-21,,not_available,97588.27946015784,1.936,align-two-protein-interaction-networks,yes
agen-swemar-ppialign-kimik3,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,kimi-k3,inference,5.196890810145773e+16,4.476059501882077e+16,7.511138694571325e+16,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 1.000. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-kimik3; research/swe-marathon/make_rows.py; research/attention-correction.md,12465980.42857143,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Kimi K3 under Claude Code; trials find-network-alignments-333;find-network-alignments-335;find-network-alignments-343;find-network-alignments-344;find-network-alignments-345;find-network-alignments-521;find-network-alignments-522; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 130 turns on these trials, giving 190k positions against 12.5M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 192k fits inside the 262k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.22% of the counted total, against the paper's 0.53% for the whole corpus, and 14% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",64.34,reported,2026-07-21,,not_available,95860.1173980669,0.3171,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus48,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-4-8,inference,2.861699047242853e+17,1.423593102254183e+17,5.655004237920882e+17,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 0.990. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus48; research/swe-marathon/make_rows.py; research/attention-correction.md,44263566.71428572,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 4.8 under Claude Code; trials find-network-alignments-375;find-network-alignments-376;find-network-alignments-377;find-network-alignments-378;find-network-alignments-379;find-network-alignments-380;find-network-alignments-390; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 191 turns on these trials, giving 434k positions against 44.3M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 463k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.10% of the counted total, against the paper's 0.53% for the whole corpus, and 10% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",50.84,reported,2026-07-22,,not_available,200000.0,2.294,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus5,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-5,inference,1.5430521878592688e+17,8.264766216555765e+16,3.320298505956534e+17,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 8 of 8 completed trials resolved the task, pass@1 100%; mean partial score 1.000. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,8,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus5; research/swe-marathon/make_rows.py; research/attention-correction.md,19824632.25,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 5 under Claude Code; trials find-network-alignments-442;find-network-alignments-443;find-network-alignments-444;find-network-alignments-445;find-network-alignments-446;find-network-alignments-447;find-network-alignments-448;find-network-alignments-449; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 130 turns on these trials, giving 284k positions against 19.8M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 306k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.17% of the counted total, against the paper's 0.53% for the whole corpus, and 12% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",45.57,reported,2026-07-24,,not_available,149655.44674255844,1.716,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus5-high,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-5,inference,6.11599753551964e+16,3.150975648193253e+16,1.3813764046368326e+17,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 0.985. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus5-high; research/swe-marathon/make_rows.py; research/attention-correction.md,7538965.714285715,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 5 (high) under Claude Code; trials find-network-alignments-956;find-network-alignments-957;find-network-alignments-958;find-network-alignments-959;find-network-alignments-961;find-network-alignments-962;find-network-alignments-964; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 93 turns on these trials, giving 159k positions against 7.5M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 162k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.21% of the counted total, against the paper's 0.53% for the whole corpus, and 10% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",21.28,reported,2026-08-08,,not_available,80883.1863117752,0.9276,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus5-low,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-5,inference,3.136632989245507e+16,1.5666770316664072e+16,7.342723912539405e+16,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 5 of 8 completed trials resolved the task, pass@1 62%; mean partial score 0.947. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,5,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus5-low; research/swe-marathon/make_rows.py; research/attention-correction.md,3716447.2,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 5 (low) under Claude Code; trials find-network-alignments-940;find-network-alignments-943;find-network-alignments-944;find-network-alignments-945;find-network-alignments-946; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 75 turns on these trials, giving 100k positions against 3.7M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 99k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.23% of the counted total, against the paper's 0.53% for the whole corpus, and 8% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",11.38,reported,2026-08-08,,not_available,50155.69642125662,0.5752,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus5-medium,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-5,inference,3.738034053942596e+16,1.8875503064202156e+16,8.643316261403738e+16,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 1.000. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus5-medium; research/swe-marathon/make_rows.py; research/attention-correction.md,6462416.142857143,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 5 (medium) under Claude Code; trials find-network-alignments-947;find-network-alignments-949;find-network-alignments-950;find-network-alignments-951;find-network-alignments-952;find-network-alignments-953;find-network-alignments-955; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 99 turns on these trials, giving 111k positions against 6.5M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 130k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.15% of the counted total, against the paper's 0.53% for the whole corpus, and 9% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",10.23,reported,2026-08-08,,not_available,59503.02663322641,0.6824,align-two-protein-interaction-networks,no
agen-swemar-ppialign-opus5-xhigh,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-opus-5,inference,8.333056175176093e+16,4.349844888329888e+16,1.8524754261400096e+17,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 8 of 8 completed trials resolved the task, pass@1 100%; mean partial score 1.000. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,8,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-opus5-xhigh; research/swe-marathon/make_rows.py; research/attention-correction.md,10395654.75,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Opus 5 (xhigh) under Claude Code; trials find-network-alignments-974;find-network-alignments-977;find-network-alignments-978;find-network-alignments-979;find-network-alignments-980;find-network-alignments-981;find-network-alignments-982;find-network-alignments-1030; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 105 turns on these trials, giving 195k positions against 10.4M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 198k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.20% of the counted total, against the paper's 0.53% for the whole corpus, and 11% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",28.30,reported,2026-08-09,,not_available,98874.82822353496,1.134,align-two-protein-interaction-networks,no
agen-swemar-ppialign-sonnet5-max,Align two protein-interaction networks,coding,Find high-quality injective alignments between two pairs of protein-interaction networks (fly-to-human and yeast-to-yeast).,claude-sonnet-5,inference,3.456738604587606e+17,2.0142311404580867e+17,5.95218617820547e+17,expert,task_performance,72000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 0.999. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 20 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 20 for find-network-alignments; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-ppialign-sonnet5-max; research/swe-marathon/make_rows.py; research/attention-correction.md,82967671.42857143,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task find-network-alignments, Claude Sonnet 5 (max) under Claude Code; trials find-network-alignments-1019;find-network-alignments-1020;find-network-alignments-1022;find-network-alignments-1023;find-network-alignments-1024;find-network-alignments-1025;find-network-alignments-1027; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 305 turns on these trials, giving 525k positions against 83.0M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 544k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.05% of the counted total, against the paper's 0.53% for the whole corpus, and 8% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",52.61,reported,2026-08-09,,not_available,200000.0,2.294,align-two-protein-interaction-networks,no
agen-swemar-rubyrust-opus5-high,Port a Ruby web application to Rust,coding,"Port a 4,000-line Ruby web application to Rust, matching its behavior on 2,000 recorded input-output traces.",claude-opus-5,inference,5.5786734571402534e+17,3.036780949580268e+17,1.1748654865484242e+18,expert,task_performance,396000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 4 of 8 completed trials resolved the task, pass@1 50%; mean partial score 0.748. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 110 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 110 for ruby-rust-port; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,4,research/swe-marathon/swe-marathon.md#agen-swemar-rubyrust-opus5-high; research/swe-marathon/make_rows.py; research/attention-correction.md,97817788.0,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task ruby-rust-port, Claude Opus 5 (high) under Claude Code; trials ruby-rust-port-973;ruby-rust-port-974;ruby-rust-port-975;ruby-rust-port-979; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 229 turns on these trials, giving 847k positions against 97.8M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 853k fits inside the 1000k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.15% of the counted total, against the paper's 0.53% for the whole corpus, and 18% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",62.79,reported,2026-08-08,,not_available,200000.0,2.294,port-a-ruby-web-application-to-rust,no
agen-swemar-rubyrust-sol-max,Port a Ruby web application to Rust,coding,"Port a 4,000-line Ruby web application to Rust, matching its behavior on 2,000 recorded input-output traces.",gpt-5-6-sol,inference,9.68618437023664e+16,4.523179712156942e+16,2.2769192858836256e+17,expert,task_performance,396000.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 6 of 8 completed trials resolved the task, pass@1 75%; mean partial score 0.874. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 110 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 110 for ruby-rust-port; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,6,research/swe-marathon/swe-marathon.md#agen-swemar-rubyrust-sol-max; research/swe-marathon/make_rows.py; research/attention-correction.md,53672440.833333336,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task ruby-rust-port, GPT-5.6-sol (max) under Codex; trials ruby-rust-port-469;ruby-rust-port-470;ruby-rust-port-471;ruby-rust-port-479;ruby-rust-port-480;ruby-rust-port-482; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 606 turns on these trials, giving 178k positions against 53.7M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 177k fits inside the 400k context window, so no compaction is needed for the linear-growth inversion to hold. Output tokens measured off the published trajectories are 0.29% of the counted total, against the paper's 0.53% for the whole corpus, and 86% of the rebuilt processed positions; that leaves less fresh tool-result input than output, so the rebuilt count is close to its floor and compute_flops is best read as a lower bound. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",43.46,reported,2026-07-21,,not_available,89018.33806564107,0.8157,port-a-ruby-web-application-to-rust,yes
agen-swemar-stripe-glm53-high,Build a Stripe-compatible payments API,coding,"Build a Stripe-compatible payments API — idempotency keys, signed webhooks with backoff, and the PaymentIntent state machine — that the real Stripe SDK can drive.",glm-5.3,inference,4.2546517998599176e+16,,,expert,task_performance,50400.0,,,match,none_identified,derived_assumed_inputs,source_estimate,"Binary verifier reward. AI: 7 of 8 completed trials resolved the task, pass@1 88%; mean partial score 0.979. Human: no human attempted the task under measurement. The task ships a human-written reference solution that the verifier passes, and its author's expert time estimate is 14 hours, so a resolved trial is the same deliverable the estimate describes.",point_estimate,not_applicable,not_applicable,"https://swe-marathon.org task metadata, expert_time_estimate_hours = 14 for stripe-clone; research/swe-marathon/swe-marathon.md#human-time",params_tokens,mean,successful,7,research/swe-marathon/swe-marathon.md#agen-swemar-stripe-glm53-high; research/swe-marathon/make_rows.py; research/attention-correction.md,22715463.42857143,source_total,SWE-Marathon v1.1,"SWE-Marathon v1.1 leaderboard at https://swe-marathon.org, task stripe-clone, GLM 5.3 (high) under Claude Code; trials stripe-clone-glm53-high-01;stripe-clone-glm53-high-02;stripe-clone-glm53-high-03;stripe-clone-glm53-high-04;stripe-clone-glm53-high-05;stripe-clone-glm53-high-06;stripe-clone-glm53-high-07; benchmark paper arXiv 2606.07682; performance: the same leaderboard's per-trial binary reward; research/swe-marathon/swe-marathon.md#source","The published per-rollout token total is the whole prefix re-read on every call plus the output. Processed positions are rebuilt as 2C/k from the counted total and the measured API turn count, 221 turns on these trials, giving 204k positions against 22.7M counted tokens; the mean attended context is measured as C/k rather than assumed. The implied trajectory length 206k exceeds the 203k context window, so the run compacted and the processed-position count is a lower bound by roughly the number of compactions. Output tokens measured off the published trajectories are 0.42% of the counted total, against the paper's 0.53% for the whole corpus, and 47% of the rebuilt processed positions, leaving the rest as fresh tool-result input. Median tokens per trial vary by up to 12x across scaffolds holding the model fixed, which is why the row is one task x one agent-model configuration and not one per model.",20.58,reported,2026-08-14,,not_available,103772.64840869437,1.607,build-a-stripe-compatible-payments-api,no
